Page URL,Issue Category,Issue Location Description,Fix Suggestion
https://127.0.0.1/docs-v5/administration-guide/containers/docker-rootless-support/,grammar,......,"[PRP_VB] Possible typo detected.. Suggestions: its, is, it's"
https://127.0.0.1/docs-v5/administration-guide/managing-network-configuration/setting-up-networking-for-multiple-nics/combining-dhcp-and-static-ip-addresses-with-ipv4-and-ipv6/,unaligned_images,"2 unaligned images: ../../../../../img/vmware-logo.svg, ../../../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/installation-guide/downloading-photon-os/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/troubleshooting-guide/file-system-troubleshooting/checking-disk-space/,unaligned_images,"2 unaligned images: ../../../../img/vmware-logo.svg, ../../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/troubleshooting-guide/solutions-to-common-problems/boot-in-emergency-mode/,unaligned_images,"2 unaligned images: ../../../../img/vmware-logo.svg, ../../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/troubleshooting-guide/troubleshooting-with-systemd/enabling-systemd-debug-shell-during-boot/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/administration-guide/photon-os-packages/examining-the-packages-in-the-specs-directory-on-github/,grammar,... Directory on Github The SPECS directory of th...,[GITHUB] The official name of this software platform is spelled with a capital “H”.. Suggestions: GitHub
https://127.0.0.1/docs-v5/administration-guide/photon-os-packages/examining-the-packages-in-the-specs-directory-on-github/,grammar,......,[WHITESPACE_RULE] Possible typo: you repeated a whitespace. Suggestions:  
https://127.0.0.1/docs-v5/administration-guide/photon-os-packages/examining-the-packages-in-the-specs-directory-on-github/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/troubleshooting-guide/troubleshooting-tools/common-tools/,unaligned_images,"4 unaligned images: ./images/top-in-photon-os.png, ./images/watchcmd.png, ../../../../img/vmware-logo.svg",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/,unaligned_images,"3 unaligned images: ../docs-v5/images/Photon-5-bootsplash.png, ../img/vmware-logo.svg, ../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/administration-guide/pmd-nextgen/features/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/installation-guide/building-images/folder-layout/,grammar,......,[WHITESPACE_RULE] Possible typo: you repeated a whitespace. Suggestions:  
https://127.0.0.1/docs-v5/installation-guide/building-images/folder-layout/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/user-guide/kubernetes-on-photon-os/kubernetes-kubeadm-cluster-on-photon/configuring-a-master-node/,unaligned_images,"2 unaligned images: ../../../../../img/vmware-logo.svg, ../../../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/troubleshooting-guide/performance-issues/general-performance-guidelines/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/troubleshooting-guide/performance-issues/general-performance-guidelines/,grammar,......,"[COMMA_PARENTHESIS_WHITESPACE] Put a space after the comma, but not before the comma.. Suggestions: ,"
https://127.0.0.1/docs-v5/command-line-reference/command-line-interfaces/photon-network-config-manager-cli/configuring-wireguard-using-network-configuration-manager/,unaligned_images,"2 unaligned images: ../../../../../img/vmware-logo.svg, ../../../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/administration-guide/security-policy/default-firewall-settings/,unaligned_images,"2 unaligned images: ../../../../img/vmware-logo.svg, ../../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/administration-guide/containers/docker-containers/,unaligned_images,"2 unaligned images: ../../../../img/vmware-logo.svg, ../../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/installation-guide/build-package-kernel-modules-using-script/hello-world-kernel-module/,grammar,......,"[LC_AFTER_PERIOD] If a new sentence starts here, add a space and start with an uppercase letter.. Suggestions:  Spec,  spec"
https://127.0.0.1/docs-v5/installation-guide/build-package-kernel-modules-using-script/hello-world-kernel-module/,grammar,......,[WHITESPACE_RULE] Possible typo: you repeated a whitespace. Suggestions:  
https://127.0.0.1/docs-v5/installation-guide/build-package-kernel-modules-using-script/hello-world-kernel-module/,grammar,......,"[EN_COMPOUNDS_NON_EMPTY] This expression is normally spelled as one or with a hyphen.. Suggestions: non-empty, nonempty"
https://127.0.0.1/docs-v5/installation-guide/build-package-kernel-modules-using-script/hello-world-kernel-module/,grammar,......,"[COMMA_PARENTHESIS_WHITESPACE] Put a space after the comma.. Suggestions: , root"
https://127.0.0.1/docs-v5/installation-guide/build-package-kernel-modules-using-script/hello-world-kernel-module/,grammar,......,[PHRASE_REPETITION] This phrase is duplicated. You should probably use “createrepo OK” only once.. Suggestions: createrepo OK
https://127.0.0.1/docs-v5/installation-guide/downloading-photon-os/,unaligned_images,"3 unaligned images: , ../../../img/vmware-logo.svg, ../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/administration-guide/photon-rpm-ostree/introduction/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/administration-guide/photon-rpm-ostree/introduction/,grammar,......,"[EN_SPLIT_WORDS_HYPHEN] This word seems to be formatted incorrectly. Consider fixing the spacing or removing the hyphen completely.. Suggestions: deployment-power, deployment - power"
https://127.0.0.1/docs-v5/administration-guide/photon-rpm-ostree/introduction/,grammar,......,[CLEAN_UP] Did you mean the phrasal verb “clean up” instead of the noun ‘cleanup’?. Suggestions: clean up
https://127.0.0.1/docs-v5/administration-guide/photon-rpm-ostree/introduction/,grammar,......,[ADJECTIVE_ADVERB] The word “remote” is an adjective and doesn’t fit in this context. Did you mean the adverb “remotely”?. Suggestions: remotely
https://127.0.0.1/docs-v5/troubleshooting-guide/introduction/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/troubleshooting-guide/introduction/,markdown,Unrendered markdown: `sudo`,Render properly or escape markdown syntax
https://127.0.0.1/docs-v5/troubleshooting-guide/introduction/,markdown,Unrendered markdown: `su`,Render properly or escape markdown syntax
https://127.0.0.1/docs-v5/administration-guide/managing-packages-with-tdnf/introduction-to-tdnf/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/administration-guide/containers/docker-rootless-support/,unaligned_images,"2 unaligned images: ../../../../img/vmware-logo.svg, ../../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/overview/introduction-to-photon-os/,grammar,"...Introduction to Photon OS Photon OS, is an open-source ...",[PHRASE_REPETITION] This phrase is duplicated. You should probably use “Photon OS” only once.. Suggestions: Photon OS
https://127.0.0.1/docs-v5/overview/introduction-to-photon-os/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/troubleshooting-guide/troubleshooting-with-systemd/enabling-systemd-debug-shell-during-boot/,unaligned_images,"2 unaligned images: ../../../../img/vmware-logo.svg, ../../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/administration-guide/photon-os-packages/examining-the-packages-in-the-specs-directory-on-github/,unaligned_images,"2 unaligned images: ../../../../img/vmware-logo.svg, ../../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/administration-guide/pmd-nextgen/features/,unaligned_images,"2 unaligned images: ../../../../img/vmware-logo.svg, ../../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/installation-guide/building-images/folder-layout/,unaligned_images,"2 unaligned images: ../../../../img/vmware-logo.svg, ../../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/troubleshooting-guide/kernel-problems-and-boot-and-login-errors/kernel-overview/,grammar,......,[WHITESPACE_RULE] Possible typo: you repeated a whitespace. Suggestions:  
https://127.0.0.1/docs-v5/troubleshooting-guide/kernel-problems-and-boot-and-login-errors/kernel-overview/,grammar,......,"[COMMA_PARENTHESIS_WHITESPACE] Put a space after the comma.. Suggestions: , nf"
https://127.0.0.1/docs-v5/troubleshooting-guide/kernel-problems-and-boot-and-login-errors/kernel-overview/,grammar,......,"[COMMA_PARENTHESIS_WHITESPACE] Put a space after the comma.. Suggestions: , drm"
https://127.0.0.1/docs-v5/troubleshooting-guide/kernel-problems-and-boot-and-login-errors/kernel-overview/,grammar,......,"[COMMA_PARENTHESIS_WHITESPACE] Put a space after the comma.. Suggestions: , ttm"
https://127.0.0.1/docs-v5/troubleshooting-guide/kernel-problems-and-boot-and-login-errors/kernel-overview/,grammar,......,"[COMMA_PARENTHESIS_WHITESPACE] Put a space after the comma.. Suggestions: , hid"
https://127.0.0.1/docs-v5/troubleshooting-guide/performance-issues/general-performance-guidelines/,unaligned_images,"2 unaligned images: ../../../../img/vmware-logo.svg, ../../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/troubleshooting-guide/network-troubleshooting/managing-the-network-configuration/,grammar,......,"[COMMA_PARENTHESIS_WHITESPACE] Put a space after the comma, but not before the comma.. Suggestions: ,"
https://127.0.0.1/docs-v5/troubleshooting-guide/network-troubleshooting/managing-the-network-configuration/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/troubleshooting-guide/network-troubleshooting/managing-the-network-configuration/,grammar,......,[WHITESPACE_RULE] Possible typo: you repeated a whitespace. Suggestions:  
https://127.0.0.1/docs-v5/troubleshooting-guide/photon-os-general-troubleshooting/photon-code/,grammar,......,[WHITESPACE_RULE] Possible typo: you repeated a whitespace. Suggestions:  
https://127.0.0.1/docs-v5/troubleshooting-guide/photon-os-general-troubleshooting/photon-code/,grammar,......,"[LC_AFTER_PERIOD] If a new sentence starts here, add a space and start with an uppercase letter.. Suggestions:  Spec,  spec"
https://127.0.0.1/docs-v5/troubleshooting-guide/photon-os-general-troubleshooting/photon-code/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space after the opening parenthesis.. Suggestions: (
https://127.0.0.1/docs-v5/troubleshooting-guide/photon-os-general-troubleshooting/photon-code/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the closing parenthesis.. Suggestions: )
https://127.0.0.1/docs-v5/troubleshooting-guide/photon-os-general-troubleshooting/photon-code/,grammar,......,[OF_ANY_OF] Consider simply using “of” instead.. Suggestions: of
https://127.0.0.1/docs-v5/troubleshooting-guide/photon-os-general-troubleshooting/photon-code/,markdown,"Unrendered markdown: _64.rpm
Update ID : patch:PHSA-2020-3.0-0047
Type : Security
Updated : Wed Jan 15 10:48:25 2020
Need",Render properly or escape markdown syntax
https://127.0.0.1/docs-v5/troubleshooting-guide/photon-os-general-troubleshooting/photon-code/,markdown,"Unrendered markdown: _64.rpm
Update ID : patch:PHSA-2019-3.0-0009
Type : Security
Updated : Sat Apr 13 03:34:22 2019
Need",Render properly or escape markdown syntax
https://127.0.0.1/docs-v5/administration-guide/photon-os-packages/,grammar,......,[ENGLISH_WORD_REPEAT_BEGINNING_RULE] Three successive sentences begin with the same word. Consider rewording the sentence or use a thesaurus to find a synonym.. Suggestions: No suggestions
https://127.0.0.1/docs-v5/administration-guide/photon-os-packages/,grammar,......,[GITHUB] The official name of this software platform is spelled with a capital “H”.. Suggestions: GitHub
https://127.0.0.1/docs-v5/administration-guide/photon-os-packages/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/user-guide/kubernetes-on-photon-os/prerequisites/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/installation-guide/build-package-kernel-modules-using-script/hello-world-kernel-module/,unaligned_images,"2 unaligned images: ../../../../img/vmware-logo.svg, ../../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/installation-guide/run-photon-on-workstation/prerequisites-for-running-photon-os-on-workstation/,grammar,......,[PHRASE_REPETITION] This phrase is duplicated. You should probably use “VMware Workstation” only once.. Suggestions: VMware Workstation
https://127.0.0.1/docs-v5/installation-guide/run-photon-on-workstation/prerequisites-for-running-photon-os-on-workstation/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space after the opening parenthesis.. Suggestions: (
https://127.0.0.1/docs-v5/installation-guide/run-photon-on-workstation/prerequisites-for-running-photon-os-on-workstation/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the closing parenthesis.. Suggestions: )
https://127.0.0.1/docs-v5/installation-guide/run-photon-on-workstation/prerequisites-for-running-photon-os-on-workstation/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/troubleshooting-guide/introduction/,unaligned_images,"2 unaligned images: ../../../img/vmware-logo.svg, ../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/administration-guide/managing-packages-with-tdnf/introduction-to-tdnf/,unaligned_images,"2 unaligned images: ../../../../img/vmware-logo.svg, ../../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/installation-guide/run-photon-aws-ec2/prerequisites-for-running-photon-os-on-aws-ec2/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/installation-guide/run-photon-aws-ec2/prerequisites-for-running-photon-os-on-aws-ec2/,grammar,......,"[COMMA_PARENTHESIS_WHITESPACE] Put a space after the comma, but not before the comma.. Suggestions: ,"
https://127.0.0.1/docs-v5/overview/introduction-to-photon-os/,unaligned_images,"2 unaligned images: ../../../img/vmware-logo.svg, ../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/installation-guide/run-photon-on-azure/prerequisites-for-running-photon-os-on-azure/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/installation-guide/run-photon-on-azure/prerequisites-for-running-photon-os-on-azure/,grammar,......,[ENGLISH_WORD_REPEAT_RULE] Possible typo: you repeated a word.. Suggestions: that
https://127.0.0.1/docs-v5/installation-guide/run-photon-on-fusion/prerequisites-for-running-photon-os-on-fusion/,grammar,......,[PHRASE_REPETITION] This phrase is duplicated. You should probably use “VMware Fusion” only once.. Suggestions: VMware Fusion
https://127.0.0.1/docs-v5/installation-guide/run-photon-on-fusion/prerequisites-for-running-photon-os-on-fusion/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/installation-guide/run-photon-on-fusion/prerequisites-for-running-photon-os-on-fusion/,markdown,Unrendered markdown: [https://packages.vmware.com/photon/](https://packages.vmware.com/photon/),Render properly or escape markdown syntax
https://127.0.0.1/docs-v5/administration-guide/photon-rpm-ostree/introduction/,unaligned_images,"2 unaligned images: ../../../../img/vmware-logo.svg, ../../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/installation-guide/run-photon-on-gce/prerequisites-for-running-photon-os-on-gce/,grammar,......,[ENGLISH_WORD_REPEAT_BEGINNING_RULE] Three successive sentences begin with the same word. Consider rewording the sentence or use a thesaurus to find a synonym.. Suggestions: No suggestions
https://127.0.0.1/docs-v5/installation-guide/run-photon-on-gce/prerequisites-for-running-photon-os-on-gce/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/installation-guide/run-photon-on-gce/prerequisites-for-running-photon-os-on-gce/,grammar,......,[ENGLISH_WORD_REPEAT_RULE] Possible typo: you repeated a word.. Suggestions: grub
https://127.0.0.1/docs-v5/installation-guide/run-photon-on-gce/prerequisites-for-running-photon-os-on-gce/,grammar,......,"[LC_AFTER_PERIOD] If a new sentence starts here, add a space and start with an uppercase letter.. Suggestions:  Target,  target"
https://127.0.0.1/docs-v5/installation-guide/run-photon-on-gce/prerequisites-for-running-photon-os-on-gce/,grammar,......,[CONSECUTIVE_SPACES] It seems like there are too many consecutive spaces here.. Suggestions:  
https://127.0.0.1/docs-v5/troubleshooting-guide/kernel-problems-and-boot-and-login-errors/kernel-overview/,unaligned_images,"2 unaligned images: ../../../../img/vmware-logo.svg, ../../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/installation-guide/run-photon-on-raspberry-pi/prerequisites-for-running-photon-os-on-raspberry-pi/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/troubleshooting-guide/network-troubleshooting/managing-the-network-configuration/,unaligned_images,"2 unaligned images: ../../../../img/vmware-logo.svg, ../../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/installation-guide/run-photon-on-vsphere/prerequisites-for-running-photon-os-on-vsphere/,grammar,......,"[HE_VERB_AGR] The singular proper name ‘ESXi’ must be used with a third-person or a past tense verb.. Suggestions: hosts, hosted"
https://127.0.0.1/docs-v5/installation-guide/run-photon-on-vsphere/prerequisites-for-running-photon-os-on-vsphere/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/installation-guide/run-photon-on-vsphere/prerequisites-for-running-photon-os-on-vsphere/,markdown,Unrendered markdown: [https://packages.vmware.com/photon/](https://packages.vmware.com/photon/),Render properly or escape markdown syntax
https://127.0.0.1/docs-v5/administration-guide/photon-os-packages/,unaligned_images,"2 unaligned images: ../../../img/vmware-logo.svg, ../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/user-guide/kubernetes-on-photon-os/prerequisites/,unaligned_images,"2 unaligned images: ../../../../img/vmware-logo.svg, ../../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
